1, 13487459
2, 13378666
3, 13318417
4, 13290250
5, 13282125
6, 13251292
7, 13247250
8, 13303125
9, 13286125
10, 13305084
11, 13274166
12, 13239042
13, 13299000
14, 13275500
15, 13243875
16, 13337334
17, 13217125
18, 13276666
19, 13342750
20, 13308250
21, 13207334
22, 13274625
23, 13319750
24, 13273292
25, 13330041
26, 13211042
27, 13290709
28, 13305125
29, 13310167
30, 13277959
31, 13381084
32, 13268750
33, 13421209
34, 13375417
35, 13336583
36, 13232209
37, 13356000
38, 13315750
39, 13390916
40, 13406583
41, 13263375
42, 13333167
43, 13345959
44, 13311666
45, 13281250
46, 13388375
47, 13260417
48, 13304625
49, 13294125
50, 13333792
