1, 264944500
2, 265142625
3, 266511209
4, 266024375
5, 266214417
6, 268440708
7, 266610375
8, 267308709
9, 268252125
10, 273705208
11, 275246333
12, 276800417
13, 277371666
14, 279040000
15, 282505708
16, 265913375
17, 264930041
18, 265308250
19, 265320875
20, 265960583
21, 266269292
22, 266485708
23, 267864208
24, 268057458
25, 272267709
26, 272403250
27, 275801792
28, 282498625
29, 283672959
30, 283597458
31, 283616625
32, 312010208
33, 326750959
34, 322992459
35, 324654708
36, 329615167
37, 267089333
38, 266658250
39, 266798583
40, 267192083
41, 267436708
42, 267945416
43, 267686375
44, 268557625
45, 268631167
46, 270035542
47, 269740250
48, 270274250
49, 271886042
50, 273088500
