1, 7727083
2, 7550500
3, 7601375
4, 7626834
5, 7569708
6, 7562458
7, 7564125
8, 7541042
9, 7614667
10, 7607625
11, 7577542
12, 7565542
13, 7534166
14, 7601375
15, 7571208
16, 7575834
17, 7584917
18, 7583792
19, 7550875
20, 7623958
21, 7566417
22, 7544875
23, 7581458
24, 7601750
25, 7616500
26, 7556833
27, 7583625
28, 7666292
29, 7574041
30, 7595708
31, 7590125
32, 7557125
33, 7551458
34, 7546667
35, 7543375
36, 7625917
37, 7619208
38, 7596625
39, 7546167
40, 7561000
41, 7592416
42, 7590167
43, 7550250
44, 7632041
45, 7547834
46, 7541375
47, 7621083
48, 7548791
49, 7564041
50, 7644375
