1, 63397458
2, 63137000
3, 63294250
4, 63093750
5, 63150875
6, 63100208
7, 63125250
8, 63189958
9, 63160000
10, 63254500
11, 63062084
12, 63105542
13, 63298959
14, 63222208
15, 63108792
16, 63313167
17, 63160417
18, 63099958
19, 63181167
20, 63093459
21, 63218958
22, 63188750
23, 63282708
24, 63137208
25, 63227958
26, 63091916
27, 63327500
28, 63279958
29, 63524000
30, 65142000
31, 65098042
32, 63150792
33, 63347625
34, 63162417
35, 63428125
36, 63157750
37, 63359291
38, 63235500
39, 63318500
40, 62759333
41, 63131125
42, 63748333
43, 63221083
44, 63256042
45, 63495209
46, 63563125
47, 63793125
48, 64228583
49, 64369292
50, 64497958
