1, 23567291
2, 22673958
3, 21616125
4, 22329250
5, 22995625
6, 22953417
7, 22983417
8, 22945125
9, 22933167
10, 22914166
11, 22930875
12, 23023458
13, 22939208
14, 22951292
15, 22891292
16, 22933916
17, 22877792
18, 22888625
19, 23859041
20, 23444917
21, 22173791
22, 20926083
23, 19422458
24, 18335916
25, 18152417
26, 18289667
27, 18143416
28, 18312708
29, 18236583
30, 18307167
31, 18305125
32, 19065459
33, 18127292
34, 18146708
35, 18113500
36, 18106083
37, 18148958
38, 18103500
39, 18187583
40, 18257542
41, 18232042
42, 18143125
43, 18184708
44, 18249833
45, 18147458
46, 18275125
47, 18155875
48, 18354125
49, 18164500
50, 18303125
