1, 1534834
2, 1551209
3, 1531333
4, 1520500
5, 1515958
6, 1516000
7, 1498000
8, 1516042
9, 1503667
10, 1519000
11, 1516250
12, 1517459
13, 1499333
14, 1509292
15, 1501750
16, 1510042
17, 1495750
18, 1491291
19, 1493334
20, 1489292
21, 1491958
22, 1492917
23, 1492708
24, 1486750
25, 1497042
26, 1485167
27, 1492750
28, 1496209
29, 1493166
30, 1487250
31, 1490833
32, 1489458
33, 1490958
34, 1491250
35, 1491417
36, 1503959
37, 1489792
38, 1486416
39, 1486875
40, 1489584
41, 1493042
42, 1490708
43, 1487792
44, 1493000
45, 1484709
46, 1485709
47, 1499417
48, 1489709
49, 1496291
50, 1486625
