1, 168299708
2, 168552625
3, 168416833
4, 168531083
5, 168898542
6, 169204542
7, 169155041
8, 172728375
9, 176279875
10, 176195375
11, 177881292
12, 176262708
13, 177844917
14, 176205542
15, 177847083
16, 178418084
17, 176694125
18, 175337583
19, 176344125
20, 176908125
21, 179351833
22, 180657917
23, 177027417
24, 175723667
25, 170173750
26, 167950541
27, 167945250
28, 168807542
29, 170545958
30, 168398584
31, 168354166
32, 168391458
33, 168490167
34, 168674292
35, 168623583
36, 169178542
37, 168804875
38, 168963459
39, 169455291
40, 169405834
41, 169679417
42, 170088500
43, 170571333
44, 170408125
45, 170721375
46, 175699917
47, 176948292
48, 178920125
49, 177595500
50, 182755041
