1, 7585625
2, 7489416
3, 7470708
4, 7481833
5, 7544625
6, 7513375
7, 7487916
8, 7463958
9, 7499041
10, 7481083
11, 7501916
12, 7469459
13, 7530834
14, 7456917
15, 7489500
16, 7513166
17, 7486542
18, 7444375
19, 7458958
20, 7533042
21, 7497167
22, 7491542
23, 7474667
24, 7618625
25, 7471166
26, 7492666
27, 7495000
28, 7480125
29, 7459459
30, 7446541
31, 7484709
32, 7507541
33, 7595291
34, 7453500
35, 7478625
36, 7469416
37, 7498000
38, 7467250
39, 7466542
40, 7526083
41, 7479917
42, 7475083
43, 7516084
44, 7498750
45, 7462375
46, 7470750
47, 7513750
48, 7513000
49, 7470000
50, 7521834
