1, 36169541
2, 36105083
3, 36018166
4, 35979209
5, 36135209
6, 36062542
7, 36059167
8, 36085584
9, 36064708
10, 36053417
11, 35992417
12, 36036291
13, 36085792
14, 36078000
15, 35998000
16, 36051625
17, 36176167
18, 36027000
19, 36096834
20, 36045250
21, 36042333
22, 36033875
23, 36062875
24, 36041666
25, 36059166
26, 36047417
27, 36020583
28, 36181000
29, 36019375
30, 36088542
31, 36072750
32, 36105708
33, 35998958
34, 36086083
35, 36963042
36, 36623416
37, 36367708
38, 36332292
39, 36367208
40, 38684750
41, 37092750
42, 36384791
43, 36281167
44, 36387834
45, 36313000
46, 36335917
47, 36338792
48, 36304875
49, 36280833
50, 36414791
