1, 9720042
2, 10027125
3, 9992000
4, 9830250
5, 9852625
6, 9831917
7, 9915292
8, 9896875
9, 9903083
10, 9902917
11, 9939500
12, 10207792
13, 10057250
14, 10302750
15, 10071875
16, 10286250
17, 10323167
18, 10247667
19, 10258208
20, 10391542
21, 10320959
22, 10442459
23, 10445083
24, 10453709
25, 10461041
26, 10451459
27, 10617917
28, 10575583
29, 10521167
30, 10533500
31, 10569875
32, 10612542
33, 10610958
34, 10599834
35, 10663458
36, 10647125
37, 10625375
38, 10621459
39, 10731833
40, 10647917
41, 10685750
42, 10654375
43, 10725791
44, 10670500
45, 10681459
46, 10814208
47, 10850166
48, 10726625
49, 10843792
50, 11002166
