1, 1257541
2, 1134958
3, 1125291
4, 1130209
5, 1124166
6, 1148417
7, 1129667
8, 1130958
9, 1136709
10, 1153041
11, 1133209
12, 1132959
13, 1139166
14, 1125834
15, 1130625
16, 1127458
17, 1133000
18, 1130834
19, 1137000
20, 1144666
21, 1127709
22, 1127750
23, 1129250
24, 1132667
25, 1125250
26, 1125250
27, 1175875
28, 1133667
29, 1129375
30, 1125791
31, 1132083
32, 1129291
33, 1126084
34, 1138083
35, 1134084
36, 1168166
37, 1131959
38, 1139542
39, 1141625
40, 1131666
41, 1135542
42, 1143125
43, 1133666
44, 1132917
45, 1136125
46, 1133041
47, 1127542
48, 1128458
49, 1146166
50, 1132958
