1, 131040167
2, 133697000
3, 133554042
4, 133805708
5, 133775083
6, 134619000
7, 134000625
8, 134308250
9, 134106916
10, 134564708
11, 138054542
12, 134870959
13, 134552000
14, 134725709
15, 135131334
16, 134920542
17, 134819125
18, 135313458
19, 134827875
20, 135192083
21, 137681917
22, 136476084
23, 134444916
24, 134984709
25, 134653416
26, 134747792
27, 137091625
28, 135537792
29, 137499459
30, 136832042
31, 134911625
32, 135239250
33, 138119834
34, 135328500
35, 137581792
36, 137731792
37, 139859667
38, 135876458
39, 139306833
40, 139551792
41, 137401625
42, 137582084
43, 140100750
44, 140801750
45, 140967875
46, 140163000
47, 140723500
48, 141694333
49, 140831166
50, 141220250
