1, 4296541
2, 4191500
3, 4205208
4, 4180458
5, 4179667
6, 4170666
7, 4171916
8, 4179584
9, 4168208
10, 4179417
11, 4170084
12, 4199125
13, 4245625
14, 4194500
15, 4195334
16, 4252709
17, 4227875
18, 4186917
19, 4207333
20, 4178417
21, 4191583
22, 4187209
23, 4235916
24, 4189666
25, 4219333
26, 4195959
27, 4195750
28, 4182958
29, 4202208
30, 4194084
31, 4205875
32, 4195833
33, 4236625
34, 4200416
35, 4209333
36, 4193875
37, 4236542
38, 4201083
39, 4206500
40, 4193000
41, 4212792
42, 4232083
43, 4216583
44, 4189833
45, 4209166
46, 4193875
47, 4211834
48, 4199958
49, 4250250
50, 4207125
