1, 9907542
2, 9870917
3, 9747916
4, 9700708
5, 9767875
6, 9702583
7, 9751916
8, 9744583
9, 9741584
10, 9747750
11, 9700542
12, 9755625
13, 9790375
14, 9710500
15, 9738625
16, 9703125
17, 9825042
18, 9724000
19, 9727875
20, 9730708
21, 9694917
22, 9811958
23, 9695541
24, 9730583
25, 9734792
26, 9740125
27, 9764459
28, 9751458
29, 9738292
30, 9774583
31, 9723084
32, 9801209
33, 9707166
34, 9778500
35, 9737000
36, 9715250
37, 9738250
38, 9783583
39, 9733917
40, 9732542
41, 9704917
42, 9772916
43, 9752583
44, 9990916
45, 9766125
46, 9756917
47, 9782209
48, 9788125
49, 9741791
50, 9726500
