1, 24856000
2, 24868875
3, 24671375
4, 24747042
5, 22292542
6, 19523167
7, 22080958
8, 24822667
9, 24801792
10, 24859209
11, 24711458
12, 22284292
13, 22271417
14, 19705583
15, 22553667
16, 24079167
17, 24047625
18, 24048917
19, 24052792
20, 24039166
21, 24028125
22, 23920291
23, 24013833
24, 23986625
25, 24006375
26, 24043000
27, 24041209
28, 24095917
29, 23974708
30, 24031583
31, 23943250
32, 24021000
33, 24060708
34, 24167833
35, 24173458
36, 24003917
37, 23976417
38, 24059458
39, 24812375
40, 24852792
41, 24693750
42, 22269583
43, 22303625
44, 22241375
45, 22299708
46, 24672083
47, 24787875
48, 24629250
49, 24683000
50, 24549709
