1, 10969917
2, 10701875
3, 10707250
4, 10667250
5, 10824292
6, 10718958
7, 10709458
8, 10726541
9, 10770042
10, 10789041
11, 10729875
12, 10758417
13, 10733083
14, 10735417
15, 10766167
16, 10817209
17, 10750916
18, 10758791
19, 10780791
20, 10851000
21, 10782917
22, 10786084
23, 10776042
24, 10893417
25, 10850625
26, 10938958
27, 10885500
28, 10877375
29, 10915958
30, 10903542
31, 10944208
32, 10889417
33, 10908542
34, 10988916
35, 11001958
36, 11013125
37, 11005542
38, 11090084
39, 11136125
40, 11098208
41, 11093625
42, 11192917
43, 11256834
44, 11208708
45, 11237417
46, 11371083
47, 11365625
48, 11401542
49, 11454209
50, 11497041
