1, 6461792
2, 6409625
3, 6431542
4, 6512041
5, 6411792
6, 6447667
7, 6453042
8, 6527250
9, 6450125
10, 6416292
11, 6493791
12, 6444500
13, 6399917
14, 6457292
15, 6524708
16, 6586084
17, 6449250
18, 6428917
19, 6568792
20, 6442584
21, 6448875
22, 6468084
23, 6530375
24, 6538000
25, 6463833
26, 6359750
27, 6553250
28, 6425750
29, 6364875
30, 6438541
31, 6469917
32, 6490583
33, 6540292
34, 6938333
35, 6839250
36, 6947833
37, 6878208
38, 6806875
39, 6879875
40, 6853208
41, 6839084
42, 6836500
43, 6840458
44, 6859208
45, 6870458
46, 6840583
47, 6889917
48, 6844208
49, 6868792
50, 6808500
