1, 414500
2, 378583
3, 397375
4, 377208
5, 411500
6, 388459
7, 404125
8, 386750
9, 403292
10, 387167
11, 403500
12, 387083
13, 404000
14, 387500
15, 403125
16, 386875
17, 403625
18, 386583
19, 403041
20, 398000
21, 417250
22, 388042
23, 404417
24, 414042
25, 405000
26, 387583
27, 418667
28, 397250
29, 410000
30, 396792
31, 403500
32, 385917
33, 403000
34, 386167
35, 402958
36, 388125
37, 402291
38, 388042
39, 402625
40, 385667
41, 402958
42, 386291
43, 403542
44, 391708
45, 404375
46, 386333
47, 403125
48, 385833
49, 402708
50, 388250
