1, 1275291
2, 1245709
3, 1248666
4, 1244000
5, 1244958
6, 1257834
7, 1248750
8, 1255333
9, 1256292
10, 1260583
11, 1284541
12, 1318708
13, 1317583
14, 1331917
15, 1320291
16, 1322250
17, 1321583
18, 1441500
19, 1300625
20, 1260625
21, 1254959
22, 1256834
23, 1253208
24, 1272375
25, 1261083
26, 1270250
27, 1266208
28, 1264625
29, 1270458
30, 1287833
31, 1333083
32, 1308083
33, 1312625
34, 1319250
35, 1313166
36, 1307250
37, 1329833
38, 1311708
39, 1307125
40, 1312750
41, 1319042
42, 1315416
43, 1326916
44, 1314042
45, 1309417
46, 1320708
47, 1332875
48, 1320042
49, 1363958
50, 1336959
