1, 563208
2, 580125
3, 543625
4, 545667
5, 542667
6, 542250
7, 542250
8, 541958
9, 542500
10, 554041
11, 542667
12, 542292
13, 542625
14, 542792
15, 542125
16, 542125
17, 542333
18, 542125
19, 547625
20, 542375
21, 542083
22, 542417
23, 542291
24, 542250
25, 542542
26, 541875
27, 542334
28, 542125
29, 542541
30, 542375
31, 542250
32, 542041
33, 542125
34, 542208
35, 542000
36, 542084
37, 547125
38, 543917
39, 549791
40, 544750
41, 542416
42, 542292
43, 543292
44, 542125
45, 542167
46, 542250
47, 542084
48, 541792
49, 542250
50, 542166
